"V1"	"V2"	"V3"	"V4"	"V5"
0.01	0.007	0	0	1.21951219512195
0.02	0.013	0	0	1.13240418118467
0.03	0.015	0	0	0.871080139372822
0.04	0.0199231163463866	0.000923116346386636	0.0463339334237265	0.867731548187571
0.05	0.0275386980783198	0.00184623269277327	0.0670413934428782	0.959536518408356
0.06	0.0248462326927733	0.00184623269277327	0.0743063431628515	0.721435327897017
0.07	0.0406155817319332	0.000923116346386636	0.0227281330716692	1.01084075987887
0.08	0.0356155817319332	0.000923116346386636	0.0259188900334306	0.775600647472412
0.09	0.061178436698051	0.00340857515586484	0.0557153032969447	1.18425158145666
0.1	0.053781683734572	0.00355052027070569	0.066017276220442	0.936963131264321
0.11	0.058154279810253	0.000923116346386636	0.015873575416953	0.921037057495296
0.12	0.0655569438699249	0.000923116346386636	0.0140811375865574	0.951755863384508
0.13	0.0919354510417988	0.00170428757793242	0.0185378715024475	1.23204839241221
0.14	0.0604618144247064	0.00276934903915991	0.0458032737771805	0.752386939082957
0.15	0.0768340327033182	0.00591040385390536	0.0769242957313901	0.892381332210432
0.16	0.109202593585849	0.00447363661709233	0.0409663953042965	1.18905263050794
0.17	0.100360908589252	0.00974481435429275	0.0970977095691254	1.02849875578246
0.18	0.0935816132607492	0.00433169150225148	0.0462878481286913	0.905745385798966
0.19	0.103179461704104	0.00894727323418466	0.0867156417218333	0.946079788227614
0.2	0.105717211445974	0.0115855904175453	0.109590389862544	0.92088163280465
0.21	0.118893259737956	0.00632532593938637	0.0532017202096029	0.986338640600264
0.22	0.0987644815822684	0.00703552461351173	0.0712353722795711	0.782107076197881
0.23	0.120851026705568	0.00605192944313223	0.0500776005641779	0.91539938422639
0.24	0.137217437278569	0.00994136213799172	0.0724496997987906	0.99606153657498
0.25	0.149636351528412	0.0153058120506167	0.102286723074176	1.04276203155688
0.26	0.121900137803847	0.0133499372938566	0.109515358508768	0.816806069444165
0.27	0.141992501045928	0.0147321018618115	0.103752675340555	0.916198871118386
0.28	0.168762474198775	0.017626606601636	0.104446244257326	1.05004028247122
0.29	0.168489658655071	0.0164741491201186	0.0977754317482722	1.01219307133889
0.3	0.156546318656047	0.00973390109525121	0.0621790482128034	0.909095927154742
0.31	0.187582478689263	0.025169503625482	0.134178329454619	1.05418949471318
0.32	0.173780627012968	0.0233299689384148	0.134249538279511	0.946105329992202
0.33	0.173086074504766	0.0180046712448448	0.104021489287106	0.913768738806706
0.34	0.1697884335383	0.0143881523337509	0.084741651912969	0.869996072649619
0.35	0.197447041930975	0.030123997781569	0.152567480813918	0.98281255316563
0.36	0.19195831918349	0.019215016910321	0.100099943529687	0.928950441267372
0.37	0.199022193775933	0.0225129250363928	0.113117660946592	0.937104217797971
0.38	0.200147226759081	0.0366744496027506	0.183237360799887	0.917601443054652
0.39	0.234861512272888	0.0228515949759926	0.0972981684178254	1.0491446094563
0.4	0.239170785156315	0.0312307808673932	0.130579413564168	1.04168460433935
0.41	0.236299665019178	0.0171066772311175	0.0723939969602967	1.00407778116418
0.42	0.20914785174341	0.0120480298952264	0.0576053246294271	0.867545427838933
0.43	0.248103884416508	0.0300820709807281	0.121247883931665	1.00520170333242
0.44	0.247239648239903	0.0316356287450607	0.127955321770899	0.978934305669555
0.45	0.256667088209883	0.0356157319551411	0.138762364133018	0.993678235423472
0.46	0.257785807408368	0.0295382096444375	0.114584313005428	0.976313465415727
0.47	0.240824837622895	0.0207405390438402	0.0861229234017699	0.892671204770163
0.48	0.249755771126136	0.0378157668372145	0.151410983084416	0.906488716340505
0.49	0.231822157258565	0.0494710416194502	0.213400833658329	0.824227253283671
0.5	0.263145417778104	0.0477461688996199	0.181444044524011	0.916882988773882
0.51	0.261334696186972	0.0420818060654216	0.161026479374611	0.892719465009811
0.52	0.279125060954186	0.0353473244299244	0.126636154808493	0.935154988455461
0.53	0.273638388947689	0.0248835317964578	0.0909358218784674	0.899475343329463
0.54	0.274838490644968	0.0376475991725718	0.136980810381485	0.886690187911241
0.55	0.260723898250737	0.038588297316048	0.148004450589097	0.825859671367556
0.56	0.320403904410369	0.0356263180386509	0.1111918973154	0.99677670610493
0.57	0.264592779570713	0.0486925752057559	0.184028359673143	0.808707071247365
0.58	0.293503042435627	0.0623024066318443	0.21227175744016	0.881602314176459
0.59	0.333013486477459	0.047556431619425	0.142806323318812	0.98332689564005
0.6	0.301268194720881	0.033845801754567	0.112344423831147	0.874762470153545
0.61	0.308480296241163	0.0666102199775131	0.215930225655122	0.88101986702794
