"V1"	"V2"	"V3"	"V4"	"V5"
0.01	0.005	0	0	0.871080139372822
0.02	0.015	0	0	1.30662020905923
0.03	0.008	0	0	0.464576074332172
0.04	0.024	0	0	1.04529616724739
0.05	0.029	0	0	1.01045296167247
0.06	0.037	0	0	1.07433217189315
0.07	0.023	0	0	0.572424091587855
0.08	0.067	0.01	0.149253731343284	1.45905923344948
0.09	0.048	0.005	0.104166666666667	0.929152148664344
0.1	0.061	0.004	0.0655737704918033	1.06271777003484
0.11	0.044	0.004	0.0909090909090909	0.696864111498258
0.12	0.063	0.007	0.111111111111111	0.914634146341463
0.13	0.07	0.007	0.1	0.938086303939962
0.14	0.087	0.008	0.0919540229885057	1.08262817322051
0.15	0.069	0.013	0.188405797101449	0.801393728222996
0.16	0.088	0.008	0.0909090909090909	0.958188153310105
0.17	0.101	0.021	0.207920792079208	1.03504816560771
0.18	0.129	0.026	0.201550387596899	1.24854819976771
0.19	0.099	0.016	0.161616161616162	0.907757197872731
0.2	0.125	0.027	0.216	1.08885017421603
0.21	0.133	0.01	0.075187969924812	1.10336817653891
0.22	0.097	0.019	0.195876288659794	0.768134304719671
0.23	0.117	0.023	0.196581196581197	0.886229359188002
0.24	0.098	0.021	0.214285714285714	0.711382113821138
0.25	0.105	0.017	0.161904761904762	0.731707317073171
0.26	0.132	0.019	0.143939393939394	0.88448137228625
0.27	0.167	0.03	0.179640718562874	1.07755839463157
0.28	0.131	0.031	0.236641221374046	0.815082130413141
0.29	0.131	0.023	0.175572519083969	0.786975850054067
0.3	0.145	0.034	0.23448275862069	0.842044134727062
0.31	0.148	0.038	0.256756756756757	0.831741036304372
0.32	0.201	0.06	0.298507462686567	1.09429442508711
0.33	0.186	0.035	0.188172043010753	0.981944884383909
0.34	0.18	0.053	0.294444444444444	0.922320147571223
0.35	0.173	0.056	0.323699421965318	0.86112493777999
0.36	0.209	0.073	0.349282296650718	1.011420828494
0.37	0.184	0.056	0.304347826086957	0.866371598078915
0.38	0.211	0.062	0.293838862559242	0.967357417935082
0.39	0.166	0.044	0.265060240963855	0.741534887876351
0.4	0.23	0.079	0.343478260869565	1.00174216027875
0.41	0.254	0.079	0.311023622047244	1.07928953853998
0.42	0.26	0.071	0.273076923076923	1.07848017255683
0.43	0.192	0.053	0.276041666666667	0.77789482213759
0.44	0.194	0.05	0.257731958762887	0.768134304719671
0.45	0.243	0.098	0.403292181069959	0.940766550522648
0.46	0.241	0.08	0.33195020746888	0.912740493864566
0.47	0.253	0.068	0.268774703557312	0.937801171324783
0.48	0.222	0.052	0.234234234234234	0.805749128919861
0.49	0.244	0.075	0.307377049180328	0.867524710232525
0.5	0.284	0.11	0.387323943661972	0.989547038327526
0.51	0.255	0.085	0.333333333333333	0.871080139372822
0.52	0.276	0.097	0.351449275362319	0.924685071026534
0.53	0.272	0.119	0.4375	0.894089803431727
0.54	0.276	0.097	0.351449275362319	0.890437475803329
0.55	0.283	0.106	0.374558303886926	0.896420652518213
0.56	0.248	0.085	0.342741935483871	0.7715281234445
0.57	0.26	0.079	0.303846153846154	0.794669600831347
0.58	0.297	0.117	0.393939393939394	0.892106211702511
0.59	0.274	0.113	0.412408759124088	0.809071044705605
0.6	0.277	0.101	0.364620938628159	0.804297328687573
0.61	0.333	0.139	0.417417417417417	0.951048152167704
0.62	0.334	0.135	0.404191616766467	0.93851860177588
0.63	0.333	0.129	0.387387387387387	0.920856147336984
0.64	0.359	0.133	0.370473537604457	0.977243031358885
0.65	0.387	0.149	0.385012919896641	1.03725542749933
0.66	0.404	0.177	0.438118811881188	1.06641326153521
0.67	0.324	0.123	0.37962962962963	0.84247750793073
0.68	0.326	0.153	0.469325153374233	0.835212133633941
0.69	0.366	0.147	0.401639344262295	0.924102408725951
0.7	0.357	0.149	0.417366946778712	0.888501742160279
0.71	0.35	0.109	0.311428571428571	0.858811405015459
0.72	0.416	0.185	0.444711538461538	1.00658149438637
0.73	0.353	0.122	0.345609065155807	0.84244188821536
0.74	0.373	0.142	0.380697050938338	0.878142951313683
0.75	0.364	0.128	0.351648351648352	0.845528455284553
0.76	0.407	0.173	0.425061425061425	0.932972675591417
0.77	0.372	0.15	0.403225806451613	0.841667043757636
0.78	0.402	0.186	0.462686567164179	0.897882605199678
0.79	0.414	0.186	0.449275362318841	0.912980196709743
0.8	0.434	0.191	0.440092165898617	0.945121951219512
0.81	0.439	0.194	0.441913439635535	0.94420785477696
0.82	0.386	0.189	0.489637305699482	0.820090082433925
0.83	0.366	0.157	0.42896174863388	0.7682297132782
0.84	0.392	0.174	0.443877551020408	0.813008130081301
0.85	0.388	0.187	0.481958762886598	0.795244927239188
0.86	0.458	0.24	0.524017467248908	0.927801636820355
0.87	0.487	0.219	0.449691991786448	0.975209259481757
0.88	0.476	0.231	0.485294117647059	0.942350332594235
0.89	0.441	0.193	0.437641723356009	0.863250205535763
0.9	0.488	0.262	0.536885245901639	0.944638017808749
0.91	0.444	0.218	0.490990990990991	0.850021059080292
0.92	0.38	0.155	0.407894736842105	0.719587941221027
0.93	0.452	0.221	0.488938053097345	0.846727361282829
0.94	0.439	0.211	0.480637813211845	0.813625917414189
0.95	0.476	0.222	0.466386554621849	0.872913992297818
0.96	0.474	0.221	0.466244725738397	0.860191637630662
0.97	0.476	0.222	0.466386554621849	0.854915765652502
0.98	0.486	0.223	0.458847736625514	0.863969281092228
0.99	0.533	0.287	0.538461538461538	0.937950937950938
1	0.538	0.291	0.54089219330855	0.937282229965157
1.01	0.457	0.236	0.516411378555799	0.788284403353227
1.02	0.53	0.278	0.524528301886792	0.905240144838423
1.03	0.483	0.243	0.503105590062112	0.816954771489462
1.04	0.496	0.278	0.560483870967742	0.830876440632538
1.05	0.496	0.248	0.5	0.822963331674133
1.06	0.538	0.282	0.524163568773234	0.884228518835053
1.07	0.448	0.238	0.53125	0.729427855026214
1.08	0.502	0.257	0.51195219123506	0.809781907342883
1.09	0.518	0.24	0.463320463320463	0.827925710449765
1.1	0.495	0.256	0.517171717171717	0.78397212543554
1.11	0.537	0.279	0.519553072625698	0.842828891609379
1.12	0.477	0.249	0.522012578616352	0.741973618715779
1.13	0.491	0.28	0.570264765784114	0.756991767136382
1.14	0.55	0.286	0.52	0.840515923956232
1.15	0.519	0.285	0.549132947976879	0.786244508407817
1.16	0.588	0.376	0.639455782312925	0.88309503784693
1.17	0.56	0.32	0.571428571428571	0.833854492391078
1.18	0.549	0.317	0.577413479052823	0.810547451721491
1.19	0.637	0.388	0.609105180533752	0.932568149210904
1.2	0.552	0.305	0.552536231884058	0.801393728222997
1.21	0.582	0.331	0.56872852233677	0.837964696057823
1.22	0.585	0.346	0.591452991452991	0.835380133660821
1.23	0.554	0.333	0.601083032490975	0.784680320670803
1.24	0.523	0.29	0.554493307839388	0.734798246599978
1.25	0.575	0.325	0.565217391304348	0.801393728222996
1.26	0.591	0.312	0.527918781725888	0.817156130744981
1.27	0.617	0.35	0.567260940032415	0.846388103926034
1.28	0.585	0.324	0.553846153846154	0.79622168989547
1.29	0.614	0.364	0.592833876221498	0.829214272209167
1.3	0.55	0.286	0.52	0.737067810238542
1.31	0.561	0.327	0.582887700534759	0.746070165172753
1.32	0.605	0.366	0.60495867768595	0.79849012775842
1.33	0.621	0.35	0.563607085346216	0.813444761730109
1.34	0.636	0.369	0.580188679245283	0.826876072598679
1.35	0.648	0.392	0.604938271604938	0.836236933797909
1.36	0.582	0.331	0.56872852233677	0.745542119286739
1.37	0.59	0.329	0.557627118644068	0.750273404715277
1.38	0.587	0.306	0.52129471890971	0.741049335959198
1.39	0.581	0.335	0.576592082616179	0.728197929461309
1.4	0.597	0.365	0.611390284757119	0.742906918865107
1.41	0.61	0.394	0.645901639344262	0.753700546124002
1.42	0.706	0.43	0.609065155807365	0.866172645629877
1.43	0.615	0.351	0.570731707317073	0.749250749250749
1.44	0.639	0.346	0.541471048513302	0.77308362369338
1.45	0.632	0.374	0.591772151898734	0.759341583563619
1.46	0.638	0.393	0.615987460815047	0.761300176602549
1.47	0.656	0.389	0.592987804878049	0.777453838678329
1.48	0.624	0.398	0.637820512820513	0.734532441849515
1.49	0.697	0.418	0.599713055954089	0.814956855225312
1.5	0.694	0.42	0.605187319884726	0.806039488966318
1.51	0.685	0.426	0.621897810218978	0.790317742344879
1.52	0.63	0.39	0.619047619047619	0.722079589216945
1.53	0.592	0.366	0.618243243243243	0.674090774521191
1.54	0.659	0.38	0.576631259484067	0.745508846554143
1.55	0.626	0.369	0.589456869009585	0.703607957738564
1.56	0.667	0.394	0.590704647676162	0.744885196104708
1.57	0.689	0.433	0.62844702467344	0.764553141436783
1.58	0.799	0.533	0.667083854818523	0.881003837163146
1.59	0.615	0.393	0.639024390243902	0.673854447439353
1.6	0.639	0.434	0.679186228482003	0.695775261324042
1.61	0.696	0.464	0.666666666666667	0.753132642240353
1.62	0.658	0.409	0.621580547112462	0.707618187292984
1.63	0.707	0.448	0.633663366336634	0.755648660781086
1.64	0.717	0.476	0.663877266387727	0.761663975524773
1.65	0.749	0.486	0.648865153538051	0.790835181079083
1.66	0.693	0.443	0.639249639249639	0.727299441669115
1.67	0.726	0.472	0.650137741046832	0.757370276867867
1.68	0.802	0.515	0.64214463840399	0.831674133067861
1.69	0.713	0.477	0.669004207573633	0.735006082098015
1.7	0.732	0.444	0.60655737704918	0.750153720024595
1.71	0.748	0.48	0.641711229946524	0.76206777105365
1.72	0.691	0.43	0.622286541244573	0.699902763147233
1.73	0.716	0.473	0.660614525139665	0.721032809006868
1.74	0.766	0.443	0.578328981723238	0.766951019263887
1.75	0.789	0.499	0.632446134347275	0.785465405674465
1.76	0.797	0.518	0.649937264742785	0.788921444409249
1.77	0.794	0.518	0.652392947103275	0.78151144707573
1.78	0.784	0.513	0.654336734693878	0.76733351603179
1.79	0.764	0.491	0.642670157068063	0.743581258637806
1.8	0.742	0.485	0.653638814016173	0.718157181571816
1.81	0.752	0.494	0.656914893617021	0.723814657246809
1.82	0.737	0.445	0.603799185888738	0.705479189799747
1.83	0.829	0.566	0.682750301568154	0.7892081262733
1.84	0.753	0.478	0.634794156706507	0.712960157551886
1.85	0.746	0.459	0.615281501340483	0.702514361050946
1.86	0.792	0.531	0.670454545454545	0.741823086433629
1.87	0.784	0.533	0.67984693877551	0.730403025955393
1.88	0.841	0.515	0.612366230677765	0.779338720438876
1.89	0.789	0.519	0.657794676806084	0.727282783031912
1.9	0.752	0.456	0.606382978723404	0.689528699798276
1.91	0.752	0.472	0.627659574468085	0.685918601893573
1.92	0.733	0.501	0.683492496589359	0.665105981416957
1.93	0.864	0.585	0.677083333333333	0.779910093697532
1.94	0.838	0.529	0.63126491646778	0.752541398757139
1.95	0.769	0.495	0.64369310793238	0.687036540695077
1.96	0.843	0.573	0.679715302491103	0.749306691317642
1.97	0.804	0.514	0.639303482587065	0.711013636604821
1.98	0.781	0.552	0.706786171574904	0.687185443283004
1.99	0.823	0.55	0.668286755771567	0.720501462013902
2	0.819	0.542	0.661782661782662	0.713414634146341
2.01	0.779	0.495	0.635430038510911	0.675195451314854
2.02	0.812	0.567	0.698275862068966	0.700313933832408
2.03	0.811	0.563	0.694204685573366	0.696005904464393
2.04	0.816	0.545	0.667892156862745	0.696864111498258
2.05	0.813	0.557	0.685116851168512	0.690915271522053
2.06	0.879	0.591	0.672354948805461	0.74337809952302
2.07	0.803	0.529	0.658779576587796	0.67582352842162
2.08	0.822	0.583	0.709245742092457	0.688488340927365
2.09	0.921	0.652	0.707926167209555	0.76771751996399
2.1	0.816	0.597	0.731617647058823	0.676953708312593
2.11	0.885	0.592	0.668926553672316	0.730716515018908
2.12	0.828	0.524	0.632850241545894	0.680428637170469
2.13	0.933	0.677	0.72561629153269	0.763115277028022
2.14	0.883	0.571	0.646659116647792	0.718844638379628
2.15	0.879	0.591	0.672354948805461	0.712259946519731
2.16	0.897	0.613	0.683389074693422	0.723480449090205
2.17	0.86	0.649	0.754651162790698	0.690441400793205
2.18	0.883	0.628	0.711211778029445	0.705654828501103
2.19	0.89	0.636	0.714606741573034	0.708001209170604
2.2	0.796	0.51	0.64070351758794	0.630345264491606
2.21	0.861	0.606	0.70383275261324	0.678733031674208
2.22	0.862	0.615	0.713457076566125	0.676460432557994
2.23	0.936	0.623	0.665598290598291	0.731238574397275
2.24	0.942	0.678	0.719745222929936	0.732640617222499
2.25	0.948	0.622	0.656118143459916	0.734030197444832
2.26	0.951	0.66	0.694006309148265	0.733094878357128
2.27	0.886	0.607	0.68510158013544	0.679979738752705
2.28	0.89	0.59	0.662921348314607	0.680053793019133
2.29	0.916	0.65	0.709606986899563	0.696864111498258
2.3	0.963	0.732	0.7601246105919	0.729434934100894
2.31	0.973	0.704	0.723535457348407	0.733819026501953
2.32	0.928	0.659	0.710129310344828	0.696864111498258
2.33	0.932	0.678	0.727467811158798	0.696864111498258
2.34	0.904	0.622	0.688053097345133	0.673039697429941
2.35	0.826	0.534	0.646489104116223	0.612350804359107
2.36	0.89	0.609	0.684269662921348	0.657001122069332
2.37	0.935	0.651	0.696256684491979	0.687307958070539
2.38	0.988	0.671	0.67914979757085	0.723216115714579
2.39	0.944	0.697	0.738347457627119	0.688116863236773
2.4	0.969	0.667	0.688338493292054	0.703397212543554
2.41	0.87	0.614	0.705747126436782	0.628912631746353
2.42	0.907	0.613	0.675854465270121	0.652950154058802
2.43	0.915	0.679	0.74207650273224	0.655998623478298
2.44	0.954	0.702	0.735849056603774	0.681156108984977
2.45	0.908	0.637	0.701541850220264	0.645665931877978
2.46	0.99	0.717	0.724242424242424	0.701113282909833
2.47	0.956	0.697	0.72907949790795	0.674293613959853
2.48	0.952	0.715	0.751050420168067	0.668764752163651
2.49	0.894	0.629	0.703579418344519	0.625498509718316
2.5	0.871	0.63	0.723306544202067	0.606968641114983
2.51	0.908	0.619	0.681718061674009	0.630231686494441
2.52	1.026	0.704	0.686159844054581	0.709308113489298
2.53	0.946	0.692	0.731501057082452	0.651416452052719
2.54	0.968	0.696	0.71900826446281	0.663941397569206
2.55	0.96	0.69	0.71875	0.655872104939537
2.56	0.929	0.648	0.697524219590958	0.632213632404181
2.57	0.946	0.697	0.736786469344609	0.641277674588864
2.58	0.911	0.654	0.717892425905598	0.615158144936931
2.59	1.005	0.687	0.683582089552239	0.676012000053812
2.6	0.949	0.716	0.754478398314015	0.63588850174216
2.61	0.978	0.715	0.731083844580777	0.652809483759862
2.62	0.975	0.704	0.722051282051282	0.64832300449504
2.63	1.012	0.764	0.754940711462451	0.670367377220758
2.64	0.993	0.72	0.725075528700906	0.6552898321191
2.65	1.002	0.75	0.748502994011976	0.658733811057787
2.66	0.969	0.71	0.732714138286894	0.634644101543056
2.67	0.91	0.662	0.727472527472527	0.593769982643647
2.68	0.96	0.709	0.738541666666667	0.624057413282022
2.69	1.003	0.742	0.739780658025922	0.649586155978395
2.7	0.98	0.724	0.738775510204082	0.632339656729901
2.71	1.054	0.784	0.743833017077799	0.677578204353472
2.72	0.972	0.707	0.727366255144033	0.622566099610576
2.73	0.942	0.703	0.746284501061571	0.601141019259486
2.74	1.083	0.819	0.756232686980609	0.688598387548005
2.75	1.004	0.745	0.74203187250996	0.636046879949319
2.76	1.034	0.789	0.763056092843327	0.652678887037318
2.77	1.074	0.788	0.733705772811918	0.67548019471943
2.78	0.954	0.725	0.759958071278826	0.597849246735016
2.79	1.042	0.786	0.754318618042226	0.650656276148015
2.8	1.042	0.78	0.748560460652591	0.648332503733201
2.81	1.062	0.81	0.76271186440678	0.658424987910276
2.82	0.96	0.712	0.741666666666667	0.593075839572985
2.83	0.993	0.747	0.75226586102719	0.611295108407924
2.84	1	0.704	0.704	0.613436717868185
2.85	1.048	0.782	0.74618320610687	0.640625955131732
2.86	1.113	0.859	0.771787960467206	0.677980556029337
2.87	1.102	0.778	0.705989110707804	0.668940985079338
2.88	1.052	0.799	0.759505703422053	0.636372435152923
2.89	1.024	0.757	0.7392578125	0.61729139288427
2.9	1.098	0.865	0.787795992714025	0.659617926228523
2.91	0.934	0.66	0.706638115631692	0.559167594621454
2.92	1.058	0.756	0.714555765595463	0.631234785929073
2.93	1.07	0.746	0.697196261682243	0.636215528415645
2.94	1.009	0.708	0.701684836471754	0.597904667093318
2.95	1.078	0.804	0.74582560296846	0.636626705250103
2.96	1.026	0.761	0.741715399610136	0.603870420943592
2.97	1.046	0.743	0.710325047801147	0.613568906251833
2.98	1.013	0.687	0.678183613030602	0.592217571264879
2.99	1.01	0.724	0.716831683168317	0.588488923589666
3	1.055	0.794	0.75260663507109	0.612659698025552
3.01	1.091	0.864	0.791934005499542	0.631460752196511
3.02	1.014	0.773	0.76232741617357	0.584950504188107
3.03	1.128	0.84	0.74468085106383	0.648566598820161
3.04	1.072	0.832	0.776119402985075	0.614340729873464
3.05	1.13	0.896	0.792920353982301	0.645456103272977
3.06	1.014	0.763	0.752465483234714	0.577304092368655
3.07	1.101	0.835	0.758401453224341	0.624794288892168
3.08	1.067	0.827	0.775070290534208	0.603534096565455
3.09	1.151	0.867	0.753258036490009	0.648940608684866
3.1	1.09	0.837	0.767889908256881	0.612566033494436
3.11	1.031	0.8	0.775945683802134	0.577545738709569
3.12	1.086	0.833	0.767034990791897	0.606405789332619
